Coordinates
"47.54311121028122, 9.630096020086091"
"47.538267656158794, 10.227982693644526"
"47.534677516781514, 10.526854821079706"
"47.77102906134954, 7.680879517417459"
"47.77408738474985, 7.981126120149263"
"47.77636031328332, 8.281416092804124"
"47.77854909830937, 8.882075037174399"
"47.77846472090347, 9.182418436395052"
"47.777594480913066, 9.482754067429076"
"47.77593847133922, 9.783069142371655"
"47.773496869134846, 10.083350878849867"
"47.77026993514469, 10.383586503459929"
"47.76625801401687, 10.683763255198366"
"47.7614615340862, 10.983868388884666"
"47.75588100722905, 11.28388917857314"
"47.749517028690306, 11.58381292095169"
"47.74237027688207, 11.883626938725136"
"47.734441513154685, 12.183318583980856"
"47.725731581539996, 12.482875241534492"
"47.71624140846709, 12.782284332253429"
"48.0063657431466, 7.825724623483793"
"48.00905320673176, 8.127348175562043"
"48.0109487202035, 8.42900931117252"
"48.012052079622485, 8.730695042811973"
"48.01236316626005, 9.03239237628211"
"48.01188194663891, 9.33408831422599"
"48.01060847254463, 9.635769859666636"
"48.008542881007834, 9.937424019545364"
"48.00568539425731, 10.239037808257399"
"48.00203631964393, 10.540598251182347"
"47.997596049535396, 10.842092388207087"
"47.99236506118211, 11.143507277238614"
"47.986343916554, 11.444829997704474"
"47.97953326214861, 11.746047654038371"
"47.971933828770524, 12.04714737914855"
"47.963546431282445, 12.348116337866616"
"47.9543719683278, 12.64894173037447"
"47.94441142202538, 12.949610795607017"
"48.23841105497657, 7.668906413542289"
"48.24151962821125, 7.971876892290562"
"48.24382990604086, 8.274892164443445"
"48.24534163818602, 8.577939035253014"
"48.2460546608452, 8.881004301271684"
"48.24596889675132, 9.184074753986012"
"48.24508435519854, 9.487137183453997"
"48.24340113203904, 9.790178381943416"
"48.2409194096498, 10.093185147568592"
"48.237639456869616, 10.396144287923088"
"48.23356162890606, 10.69904262370576"
"48.22868636721275, 11.001866992337664"
"48.223014199336916, 11.304604251567294"
"48.21654573873731, 11.607241283061642"
"48.20928168457277, 11.909764995980598"
"48.201222821461464, 12.212162330532234"
"48.19237001921098, 12.514420261506533"
"48.18272423251972, 12.81652580178516"
"48.47375447939582, 7.814977316690346"
"48.47648614030304, 8.119360399151768"
"48.47841282971879, 8.423782306792106"
"48.4795343374193, 8.728229623169234"
"48.47985054101672, 9.032688924762928"
"48.479361406001935, 9.337146784713592"
"48.47806698575662, 9.641589776563327"
"48.47596742153452, 9.946004477996729"
"48.47306294241223, 10.250377474578748"
"48.469353865208994, 10.554695363486982"
"48.46484059437621, 10.85894475723576"
"48.45952362185626, 11.163112287389392"
"48.45340352691092, 11.467184608261986"
"48.446480975919606, 11.771148400601223"
"48.438756722147474, 12.074990375253547"
"48.43023160548353, 12.378697276808172"
"48.420906552149106, 12.682255887217453"
"48.41078257437685, 12.985653029391102"
"48.70891231587781, 7.962388731567183"
"48.71126062551555, 8.268199685420562"
"48.71279724570214, 8.574043288698787"
"48.71352200756069, 8.879905898970167"
"48.7134348314298, 9.185773868445583"
"48.71253572689159, 9.491633547825137"
"48.710824792768506, 9.797471290145893"
"48.708302217088224, 10.103273454627956"
"48.704968277017414, 10.409026410516109"
"48.70082333876389, 10.714716540914292"
"48.695867857447524, 11.020330246610175"
"48.6901023769398, 11.32585394988712"
"48.68352752967237, 11.631274098320796"
"48.67614403641457, 11.936577168557779"
"48.667952706020245, 12.241749670073496"
"48.65895443514381, 12.54677814890684"
"48.64915020792623, 12.851649191368887"
"48.63854109565059, 13.156349427723127"
"48.943879910224815, 8.111165524680693"
"48.945838350173936, 8.418419769220922"
"48.94697834069313, 8.72570027296967"
"48.947299755581376, 9.032993163137535"
"48.9468025592543, 9.340284563402395"
"48.94548680675686, 9.647560597867084"
"48.943352643743665, 9.954807395016772"
"48.94040030642709, 10.26201109167316"
"48.936630121493046, 10.569157836942667"
"48.932042505984505, 10.876233796155713"
"48.92663796715306, 11.183225154794291"
"48.92041710227835, 11.490118122404999"
"48.913380598455696, 11.796898936494719"
"48.90552923235216, 12.103553866406177"
"48.89686386993097, 12.41006921717061"
"48.88738546614479, 12.716431333334839"
"48.87709506459804, 13.022626602760054"
"48.86599379717833, 13.328641460389647"
"49.16415699073422, 7.026958967017718"
"49.169017307196995, 7.335452582236306"
"49.17305362003651, 7.644022177846848"
"49.176265479564165, 7.952653693306836"
"49.17865252781394, 8.261333050229045"
"49.180214498671226, 8.570046156430847"
"49.18095121796872, 8.878778909993635"
"49.18086260354918, 9.18751720332935"
"49.17994866529499, 9.496246927251153"
"49.178209505124656, 9.804953975045299"
"49.175645316956036, 10.113624246541155"
"49.172256386636484, 10.422243652176473"
"49.168043091839884, 10.730798117054876"
"49.16300590193075, 11.039273584992628"
"49.157145377795366, 11.347656022551748"
"49.150462171640186, 11.655931423056513"
"49.142957026757735, 11.964085810590474"
"49.13463077726001, 12.272105243971092"
"49.12548434777978, 12.579975820699136"
"49.11551875313997, 12.887683680880059"
"49.10473509799131, 13.195215011114543"
"49.388812241309644, 6.552862382814217"
"49.39495763690414, 6.86267245163756"
"49.400273116826206, 7.172581183531155"
"49.40475808493166, 7.4825743166713545"
"49.40841203797155, 7.792637564650292"
"49.411234565775075, 8.102756620620724"
"49.41322535139865, 8.412917161455981"
"49.41438417124136, 8.723104851921939"
"49.41471089512626, 9.033305348857956"
"49.41420548634781, 9.343504305363679"
"49.41286800168524, 9.653687374988614"
"49.41069859138189, 9.963840215921365"
"49.40769749909047, 10.27394849517544"
"49.40386506178441, 10.583997892768513"
"49.39920170963522, 10.893974105892097"
"49.3937079658561, 11.20386285306849"
"49.38738444651186, 11.513649878291977"
"49.38023186029527, 11.823320955151267"
"49.372251008270204, 12.132861890930112"
"49.36344278358147, 12.44225853068315"
