Coordinates
"47.45981798444597, 10.275909548681254"
"47.457431033234876, 10.474863502290535"
"47.61826784241148, 7.984157422152321"
"47.61986173717947, 8.183751294928298"
"47.62213130731907, 9.381505215154062"
"47.62129376901834, 9.581127661375392"
"47.6201089101426, 9.780739194532401"
"47.61857678670534, 9.980336067762588"
"47.61669747112706, 10.179914535943112"
"47.61447105222442, 10.379470856134649"
"47.61189763519701, 10.57900128802456"
"47.60897734161157, 10.77850209436929"
"47.605710309383845, 10.977969541435831"
"47.602096692757954, 11.177399899442122"
"47.598136662283345, 11.376789442996287"
"47.59383040478936, 11.576134451534523"
"47.55401134424534, 12.96999121826176"
"47.771029061349545, 7.680879517417459"
"47.77315519530515, 7.881038469766623"
"47.774932307408314, 8.081218589508252"
"47.776360313283334, 8.281416092804124"
"47.778549098309384, 8.882075037174399"
"47.778580166943904, 9.082304201525258"
"47.77826195610683, 9.282531808115786"
"47.777594480913066, 9.482754067429076"
"47.776577773065846, 9.682967190587888"
"47.77521188085205, 9.883167389807777"
"47.77349686913486, 10.083350878849867"
"47.771432819344, 10.283513873473161"
"47.769019829463495, 10.483652591886273"
"47.766258014016884, 10.683763255198366"
"47.76314750404995, 10.883842087869256"
"47.759688447111095, 11.083885318158462"
"47.75588100722906, 11.28388917857314"
"47.7517253648883, 11.483849906314703"
"47.747221717001935, 11.683763743724034"
"47.74237027688208, 11.883626938725136"
"47.73717127420793, 12.083435745267106"
"47.73162495499135, 12.283186423764295"
"47.72573158154, 12.482875241534492"
"47.71949143241815, 12.68249847323507"
"47.71290480240504, 12.882052401296901"
"47.925627137393896, 7.576551904004788"
"47.9279402695062, 7.777298856839247"
"47.929902529292576, 7.9780691165336215"
"47.93151382316603, 8.178858859731315"
"47.93277407426485, 8.37966426072885"
"47.933683222464154, 8.580481491936153"
"47.934241224385055, 8.78130672433743"
"47.934448053401276, 8.982136127952458"
"47.93430369964312, 9.182965872298185"
"47.93380816999903, 9.383792126850492"
"47.932961488114536, 9.584611061505939"
"47.93176369438861, 9.785418847043413"
"47.93021484596761, 9.986211655585494"
"47.92831501673659, 10.186985661059397"
"47.926064297308045, 10.387737039657392"
"47.92346279500823, 10.588461970296486"
"47.92051063386086, 10.789156635077326"
"47.91720795456835, 10.989817219742083"
"47.91355491449048, 11.19043991413124"
"47.90955168762061, 11.391020912639144"
"47.905198464559334, 11.591556414668146"
"47.900495452485686, 11.792042625081221"
"47.89544287512586, 11.99247575465294"
"47.89004097271944, 12.192852020518623"
"47.884290001983224, 12.393167646621585"
"47.87819023607248, 12.593418864158286"
"47.87174196453989, 12.793601912021314"
"48.082621553956564, 7.672931314860732"
"48.084770906661326, 7.874295626683672"
"48.086567427444386, 8.075681565557478"
"48.08801103021793, 8.277085265532005"
"48.089101645794614, 8.478502858500903"
"48.08983922189808, 8.67993047467078"
"48.09022372317101, 8.881364243030875"
"48.090255131180456, 9.082800291823121"
"48.089933444420694, 9.284234749012422"
"48.08925867831343, 9.485663742757035"
"48.08823086520549, 9.68708340187887"
"48.0868500543638, 9.888489856333605"
"48.085116311967965, 10.089879237680442"
"48.08302972110006, 10.291247679551368"
"48.08059038173204, 10.492591318119775"
